City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Quryq,0,KZ,1583805744,58,43.2,51.65,47.77,25.59
São Filipe,0,CV,1583805467,79,14.9,-24.5,70.54,6.69
Ketchikan,90,US,1583805746,93,55.34,-131.65,37.4,28.86
Tauá,100,BR,1583805747,94,-5.97,-40.3,71.35,2.35
Omboué,99,GA,1583805748,94,-1.57,9.26,76.48,1.19
Talara,18,PE,1583805491,89,-4.58,-81.27,77.11,7.0
East Hemet,75,US,1583805751,34,33.74,-116.94,71.6,18.34
Hurricane,20,US,1583805752,42,37.18,-113.29,63.0,9.17
Caldwell,90,US,1583805753,59,43.66,-116.69,51.8,4.7
Provideniya,25,RU,1583805754,77,64.38,-173.3,5.0,4.47
Sioux Lookout,20,CA,1583805755,61,50.1,-91.92,19.4,2.24
Yulara,0,AU,1583805756,13,-25.24,130.99,87.8,11.41
Bandarbeyla,0,SO,1583805757,73,9.49,50.81,76.82,14.74
Óbidos,100,BR,1583805759,88,-1.92,-55.52,76.32,6.2
Kuytun,100,RU,1583805760,79,54.34,101.5,26.01,10.89
Port Huron,90,US,1583805761,71,42.97,-82.42,55.99,9.17
Geraldton,0,AU,1583805762,21,-28.77,114.6,95.0,17.22
Berdigestyakh,100,RU,1583805763,90,62.1,126.7,11.5,0.36
Pontian Kecil,75,MY,1583805764,74,1.48,103.39,84.2,4.7
Barzas,90,RU,1583805766,85,55.72,86.32,23.0,13.42
Faya,0,SA,1583805767,27,18.39,42.45,55.4,1.79
Nome,1,US,1583805768,64,64.5,-165.41,0.0,2.15
Shebunino,100,RU,1583805769,86,46.43,141.86,35.38,3.4
Pedasí,38,PA,1583805770,78,7.53,-80.03,77.2,21.83
Haines Junction,82,CA,1583805725,98,60.75,-137.51,13.59,4.52
Álamos,100,MX,1583805772,65,27.02,-108.93,75.0,1.01
Mehamn,67,NO,1583805498,85,71.04,27.85,31.6,13.02
Dossor,76,KZ,1583805775,44,47.53,52.98,38.05,9.22
Belaya Gora,27,RU,1583805776,89,68.53,146.42,-16.73,4.56
Hong Kong,20,HK,1583805594,56,22.29,114.16,75.0,13.87
Bac Lieu,0,VN,1583805770,41,9.29,105.72,92.59,5.17
Skjervøy,100,NO,1583805779,92,70.03,20.97,36.05,32.03
Sambava,97,MG,1583805780,96,-14.27,50.17,72.77,2.01
Severnyy,99,RU,1583805506,66,50.68,36.55,51.8,11.18
La Ronge,5,CA,1583805783,64,55.1,-105.28,-2.2,3.36
Bagdarin,100,RU,1583805784,68,54.43,113.6,14.49,4.25
Chapais,90,CA,1583805785,85,49.78,-74.85,12.2,11.41
Westport,1,US,1583805786,66,41.14,-73.36,63.0,6.93
Livingstonia,100,MW,1583805787,92,-10.61,34.11,58.08,2.59
Fort Nelson,75,CA,1583805608,29,58.81,-122.7,39.2,4.7
Tortolì,20,IT,1583805789,81,39.93,9.66,51.8,25.28
Mossamedes,43,AO,1583805791,86,-15.2,12.15,77.5,3.78
Vao,0,NC,1583805792,69,-22.67,167.48,80.35,11.36
Fortuna,1,US,1583805668,71,40.6,-124.16,55.99,11.41
Rāvar,0,IR,1583805794,24,31.27,56.81,41.16,11.86
Presidente Dutra,100,BR,1583805795,98,-5.29,-44.49,71.89,1.92
Alyangula,90,AU,1583805796,79,-13.85,136.42,86.0,8.05
Praia,0,CV,1583805518,53,14.92,-23.51,71.6,6.93
Kasungu,100,MW,1583805799,98,-13.03,33.48,62.26,2.13
Kristinestad,86,FI,1583805691,93,62.27,21.38,34.9,7.34
Camas,0,ES,1583805629,51,37.4,-6.03,59.0,3.36
Portland,1,US,1583805750,46,45.52,-122.68,55.4,1.95
Gushikawa,75,JP,1583805803,73,26.35,127.87,69.8,17.22
Port-Gentil,69,GA,1583805804,82,-0.72,8.78,82.51,10.09
Malaya Vishera,100,RU,1583805805,94,58.85,32.22,35.47,4.56
Tlaxco,40,MX,1583805806,26,19.62,-98.12,69.8,12.75
Tilichiki,99,RU,1583805808,90,60.47,166.1,8.76,7.52
Safi,0,MA,1583805809,64,32.3,-9.24,50.61,11.07
Tazovsky,62,RU,1583805810,90,67.47,78.7,-8.81,14.56
Beaupré,90,CA,1583805811,79,47.04,-70.9,21.99,20.8
Andapa,100,MG,1583805812,96,-14.65,49.65,68.14,2.82
Goderich,100,CA,1583805813,84,43.75,-81.72,53.01,18.9
Beringovskiy,99,RU,1583805815,92,63.05,179.32,5.49,7.87
Makakilo City,90,US,1583805535,77,21.35,-158.09,78.8,8.05
Santiago del Estero,53,AR,1583805817,36,-27.8,-64.26,84.56,9.13
El Alto,21,PE,1583805818,71,-4.27,-81.21,76.26,4.79
Codrington,0,AU,1583805775,74,-38.27,141.97,60.26,15.61
Chudniv,99,UA,1583805820,95,50.05,28.12,40.17,5.59
Northam,100,GB,1583805821,100,51.03,-4.22,54.0,14.0
Port Hawkesbury,90,CA,1583805823,62,45.62,-61.35,26.01,4.7
Bathsheba,75,BB,1583805824,83,13.22,-59.52,75.2,20.8
Husavik,90,IS,1583805825,92,66.04,-17.34,23.0,8.05
Dhārchula,0,IN,1583805826,25,29.85,80.53,43.75,4.5
Garden City,90,US,1583805798,66,42.33,-83.33,57.99,11.41
Necochea,100,AR,1583805648,88,-38.55,-58.74,55.0,8.52
Duki,89,PK,1583805829,45,30.15,68.57,55.33,2.8
Todos Santos,90,MX,1583805831,34,23.45,-110.22,80.01,14.99
Ulm,20,DE,1583805832,80,48.4,9.99,39.99,5.82
Hobyo,45,SO,1583805833,78,5.35,48.53,75.18,11.01
Berlevåg,57,NO,1583805834,76,70.86,29.09,36.79,20.87
Amahai,100,ID,1583805559,72,-3.33,128.92,83.3,2.51
Cherskiy,100,RU,1583805836,94,68.75,161.3,-4.72,5.77
Ulladulla,75,AU,1583805837,60,-35.35,150.47,71.6,12.75
Airai,100,TL,1583805838,86,-8.93,125.41,76.23,2.71
Tateyama,90,JP,1583805703,100,34.98,139.87,59.0,2.24
Hamilton,40,US,1583805781,48,39.18,-84.53,62.6,16.11
Ojinaga,1,MX,1583805842,35,29.57,-104.42,73.4,5.5
Mastic Beach,1,US,1583805843,66,40.77,-72.85,53.01,6.93
Wau,39,SS,1583805844,51,7.7,28.0,75.56,2.48
Valley City,90,US,1583805845,92,46.92,-98.0,21.2,1.57
Port Macquarie,40,AU,1583805846,100,-31.43,152.92,69.01,8.05
Beitbridge,0,ZW,1583805847,79,-22.22,30.0,67.33,11.88
Senneterre,90,CA,1583805849,100,48.38,-77.23,26.6,4.7
Sanandij,62,IR,1583805850,36,35.31,46.99,34.32,2.48
Balkanabat,0,TM,1583805851,21,39.51,54.37,40.8,9.69
Pemangkat,0,ID,1583805852,60,1.17,108.97,86.29,2.08
Halifax,90,CA,1583805582,86,44.65,-63.57,32.0,8.05
Praia da Vitória,40,PT,1583805854,67,38.73,-27.07,62.6,23.6
Yichang,90,CN,1583805856,49,30.71,111.28,58.51,3.96
Cotacachi,40,EC,1583805857,93,0.3,-78.27,59.0,5.82
Inuvik,90,CA,1583805858,69,68.35,-133.72,-11.2,8.05
Batemans Bay,86,AU,1583805859,68,-35.72,150.18,71.01,7.0
Thompson,20,CA,1583805860,76,55.74,-97.86,-7.6,4.7
Laas,41,IT,1583805861,92,46.62,10.7,28.4,3.36
Ekhabi,0,RU,1583805862,81,53.51,142.97,18.68,8.84
Al Bardīyah,0,LY,1583805864,71,31.76,25.09,57.18,8.1
Shepsi,100,RU,1583805865,65,44.04,39.15,56.03,9.55
Saint-Leu,54,RE,1583805866,88,-21.15,55.28,78.8,25.28
Inza,85,RU,1583805867,98,53.85,46.36,36.3,3.29
Kropotkin,100,RU,1583805868,68,45.44,40.58,49.66,12.06
Bulnes,0,CL,1583805869,27,-36.74,-72.3,73.4,4.7
Saint-Augustin,0,CA,1583805870,81,51.23,-58.65,1.45,22.37
Concordia,0,AR,1583805872,62,-31.39,-58.02,79.0,12.28
Arauca,91,CO,1583805783,56,7.08,-70.76,78.75,3.83
Doha,0,QA,1583805759,63,25.29,51.53,64.4,4.7
Key West,75,US,1583805875,69,24.56,-81.78,73.4,20.8
Chiredzi,0,ZW,1583805876,83,-21.05,31.67,63.91,2.39
Gamba,88,GA,1583805877,90,-2.65,10.0,78.98,0.6
Bharwāri,34,IN,1583805879,32,25.55,81.5,69.42,3.11
Cintalapa,80,MX,1583805880,86,16.7,-93.73,67.89,2.68
Charlestown,40,AU,1583805881,57,-32.95,151.67,78.01,12.75
Paamiut,36,GL,1583805882,57,61.99,-49.67,14.4,6.58
Aracati,62,BR,1583805883,92,-4.56,-37.77,76.64,1.9
Tual,61,ID,1583805884,80,-5.67,132.75,82.58,13.09
Nishihara,75,JP,1583805885,73,26.18,127.76,69.8,17.22
Uusikaupunki,90,FI,1583805799,100,60.8,21.41,39.99,4.7
Ayan,0,RU,1583805888,71,56.45,138.17,13.96,3.22
Mount Isa,13,AU,1583805606,29,-20.73,139.5,89.6,8.05
Monticello,96,US,1583805709,82,45.31,-93.79,36.0,4.7
Port Blair,64,IN,1583805715,71,11.67,92.75,79.41,6.96
Haapiti,75,PF,1583805892,62,-17.57,-149.87,87.8,6.93
Waipawa,89,NZ,1583805893,77,-41.41,175.52,66.99,11.41
Durban,40,ZA,1583805610,88,-29.86,31.03,73.0,3.36
Tongchuanshi,93,CN,1583805896,20,35.08,109.09,45.75,6.89
Monte Alto,0,BR,1583805897,79,-21.26,-48.5,68.32,5.28
St. George's,20,GD,1583805676,78,12.06,-61.75,78.8,11.41
Kieta,92,PG,1583805899,79,-6.22,155.63,83.68,12.97
Kaitangata,100,NZ,1583805900,91,-46.28,169.85,55.0,8.01
Itoman,75,JP,1583805901,73,26.12,127.67,69.8,17.22
Nipawin,1,CA,1583805902,77,53.37,-104.0,6.8,5.82
Nova Russas,100,BR,1583805904,96,-4.71,-40.56,73.22,1.05
Río Gallegos,99,AR,1583805905,62,-51.62,-69.22,55.4,8.05
Alofi,100,NU,1583805906,76,-19.06,-169.92,80.96,3.4
Talcahuano,0,CL,1583805907,72,-36.72,-73.12,64.4,4.7
Snåase,91,NO,1583805908,97,64.25,12.38,21.58,2.51
Sørland,68,NO,1583805909,74,67.67,12.69,38.59,19.98
The Pas,1,CA,1583805628,77,53.83,-101.25,-0.4,2.24
Chākuliā,20,IN,1583805912,82,22.48,86.72,62.6,3.0
Oranjemund,100,NA,1583805913,89,-28.55,16.43,62.04,9.08
San Luis,0,AR,1583805914,41,-33.3,-66.34,78.48,24.34
Ternate,0,ID,1583805915,55,0.8,127.4,88.32,5.55
Baykit,58,RU,1583805916,88,61.67,96.37,-5.35,3.6
Bhuj,0,IN,1583805917,57,23.27,69.67,70.2,12.66
Zhangye,0,CN,1583805919,21,38.93,100.45,39.74,5.21
Zhigansk,100,RU,1583805920,92,66.77,123.37,-16.62,15.05
Flinders,75,AU,1583805921,60,-34.58,150.86,75.0,12.75
Rockhampton,75,AU,1583805922,61,-23.38,150.5,82.4,12.75
Broken Hill,40,AU,1583805923,44,-31.95,141.43,80.6,8.05
Auki,100,SB,1583805924,81,-8.77,160.7,82.18,10.0
Gravdal,34,NO,1583805925,82,68.12,13.5,36.77,17.85
Harper,100,LR,1583805927,95,4.38,-7.72,77.41,2.46
Kanye,0,BW,1583805928,52,-24.97,25.33,63.0,6.02
Holme,100,DK,1583805929,100,56.11,10.17,41.0,6.93
Vyshestebliyevskaya,20,RU,1583805930,69,45.2,37.02,62.6,11.18
Korla,39,CN,1583805931,47,41.76,86.15,27.9,5.82
Yumen,0,CN,1583805932,18,40.28,97.2,34.93,19.17
Wrocław,21,PL,1583805933,86,51.1,17.03,39.99,9.17
Pontianak,3,ID,1583805935,50,-0.03,109.33,93.45,1.52
Port Hueneme,40,US,1583805638,48,34.15,-119.2,66.99,4.7
Pevek,100,RU,1583805937,94,69.7,170.31,-10.8,6.33
Tessalit,98,ML,1583805724,12,20.2,1.01,62.17,11.5
Caluquembe,79,AO,1583805939,91,-13.78,14.68,59.68,0.6
Inhambane,0,MZ,1583805940,82,-23.86,35.38,76.64,6.67
Ponnāni,40,IN,1583805941,78,10.77,75.93,80.6,3.36
Goundam,100,ML,1583805942,9,16.41,-3.67,71.82,16.13
Hearst,100,CA,1583805944,96,49.68,-83.67,8.89,4.21
Las Cruces,1,US,1583805744,54,32.31,-106.78,64.99,4.7
Kailua,90,US,1583805946,77,21.4,-157.74,78.8,8.05
Talaya,100,RU,1583805947,88,61.38,152.75,9.23,4.21
Lompoc,90,US,1583805948,45,34.64,-120.46,64.4,3.36
Malanje,100,AO,1583805949,99,-9.54,16.34,64.9,1.95
Shitanjing,0,CN,1583805950,18,39.23,106.34,36.27,4.81
Linqiong,92,CN,1583805951,81,30.42,103.46,53.01,2.24
Miles City,90,US,1583805953,60,46.41,-105.84,39.99,10.29
Redmond,20,US,1583805909,49,47.67,-122.12,48.99,3.36
Khanu Woralaksaburi,0,TH,1583805955,50,16.06,99.86,91.0,6.38
Yamaranguila,75,HN,1583805956,69,14.28,-88.25,77.0,24.16
Clyde River,1,CA,1583805957,73,70.47,-68.59,-31.0,3.36
Matamoros,90,MX,1583805958,28,25.53,-103.25,80.6,5.82
Ostrovnoy,72,RU,1583805959,87,68.05,39.51,35.11,25.32
Lokosovo,17,RU,1583805961,95,61.13,74.82,10.26,6.42
Egvekinot,99,RU,1583805962,99,66.32,-179.17,-15.54,5.37
Glyadyanskoye,93,RU,1583805963,96,54.91,65.09,28.74,6.91
Laguna,40,US,1583805964,48,38.42,-121.42,66.2,5.01
Onoda,75,JP,1583805965,100,34.0,131.18,55.99,2.24
Kingisepp,100,RU,1583805966,88,59.37,28.61,33.87,6.06
Chlórakas,40,CY,1583805967,67,34.8,32.41,60.8,14.99
Nanortalik,100,GL,1583805969,78,60.14,-45.24,23.72,14.7
Oistins,75,BB,1583805970,83,13.07,-59.53,75.2,20.8
High Rock,0,BS,1583805971,68,26.62,-78.28,71.28,25.08
Sovetskiy,95,RU,1583805972,95,61.36,63.58,27.28,10.85
Zabaykal'sk,0,RU,1583805973,88,49.63,117.32,12.6,9.19
Boat of Garten,100,GB,1583805974,93,57.25,-3.76,46.0,8.05
Buta,100,CD,1583805975,97,2.79,24.73,70.18,1.54
Erdenet,4,MN,1583805977,74,49.03,104.08,16.75,6.42
Borogontsy,100,RU,1583805978,91,62.67,131.17,4.62,9.82
Griffith,90,US,1583805939,100,41.53,-87.42,55.4,21.92
Livingston,90,GB,1583805980,93,55.9,-3.52,48.99,14.99
Baculin,52,PH,1583805981,63,7.45,126.58,80.51,6.82
Muzhi,100,RU,1583805982,88,65.37,64.67,27.09,15.35
Christchurch,100,NZ,1583805983,87,-43.53,172.63,66.0,14.99
Baker City,40,US,1583805780,60,44.77,-117.83,48.2,4.7
Longyearbyen,20,SJ,1583805799,63,78.22,15.64,-11.2,8.05
Daru,47,PG,1583805987,56,-9.08,143.21,91.94,8.14
Jelgava,98,LV,1583805988,84,56.65,23.71,32.0,6.93
Salalah,10,OM,1583805989,64,17.02,54.09,69.8,3.36
Acaraú,100,BR,1583805990,95,-2.89,-40.12,75.61,2.37
Saquarema,20,BR,1583805991,94,-22.92,-42.51,77.0,2.24
Warri,76,NG,1583805992,93,5.52,5.75,78.67,3.04
Khovd,100,MN,1583805993,39,48.01,91.64,26.64,6.73
Ust'-Kan,91,RU,1583805995,72,50.93,84.76,13.03,6.96
Juba,90,SS,1583805996,49,4.85,31.58,83.53,4.81
Nandurbar,0,IN,1583805997,63,21.37,74.25,72.77,12.17
Karratha,0,AU,1583805998,64,-20.74,116.85,85.95,5.46
Aksarka,100,RU,1583805999,94,66.56,67.8,24.44,17.09
Concepción del Uruguay,52,AR,1583806000,76,-32.48,-58.24,73.0,17.0
Nemuro,75,JP,1583806001,100,43.32,145.57,37.4,10.29
Batī,51,ET,1583806003,84,11.18,40.02,63.25,1.12
Rawson,33,AR,1583805869,64,-43.3,-65.1,66.25,24.16
Astoria,1,US,1583806008,61,46.19,-123.83,50.0,6.93
Puerto Carreño,0,CO,1583806009,41,6.19,-67.49,84.54,10.45
Santa Catarina de Tepehuanes,100,MX,1583806010,44,25.35,-105.73,57.83,4.63
San Jose,1,US,1583805891,48,37.34,-121.89,64.4,9.17
Gwanda,0,ZW,1583806012,77,-20.93,29.0,61.74,4.74
Stepnyak,100,KZ,1583806014,95,52.83,70.78,26.4,1.12
Chicama,75,PE,1583806015,83,-7.84,-79.15,73.4,9.17
Honningsvåg,96,NO,1583806016,84,70.98,25.97,36.91,8.28
Palmaner,81,IN,1583806017,73,13.2,78.75,75.72,4.23
Benjamin Constant,40,BR,1583806021,100,-4.38,-70.03,80.6,3.36
Smithers,90,CA,1583806022,44,54.78,-127.17,37.4,14.99
Itarema,100,BR,1583806023,95,-2.92,-39.92,75.61,2.37
Emerald,90,AU,1583806024,74,-23.53,148.17,81.0,10.29
Uttarkāshi,0,IN,1583806026,31,30.73,78.45,54.39,1.81
Homer,90,US,1583806027,79,59.64,-151.55,30.2,3.36
Dingzhou,0,CN,1583806028,42,38.51,115.0,48.2,2.24
Bastrop,90,US,1583806029,93,32.76,-91.87,64.4,10.29
Abhar,0,IR,1583806030,35,36.15,49.22,32.76,3.4
Coria,56,ES,1583806031,66,39.99,-6.54,51.01,3.04
Kantunilkín,75,MX,1583806032,64,21.09,-87.45,75.2,6.93
Caramay,0,PH,1583806034,67,10.18,119.24,82.78,7.54
Palmer,40,US,1583806035,33,42.16,-72.33,60.8,10.29
Skegness,75,GB,1583806036,87,53.14,0.34,53.01,17.22
Qaqortoq,97,GL,1583806037,49,60.72,-46.03,23.0,6.93
Avera,40,US,1583806038,77,33.19,-82.53,66.2,6.55
Matagami,90,CA,1583806039,92,49.75,-77.63,14.0,6.93
Canatlán,90,MX,1583806040,29,24.52,-104.78,66.99,4.7
Huercal Overa,0,ES,1583806041,57,37.39,-1.95,50.0,1.01
Kendari,94,ID,1583806043,81,-3.94,122.5,82.72,6.24
Lewistown,1,US,1583805781,32,40.6,-77.57,57.99,5.06
Esmeraldas,0,BR,1583805771,73,-19.76,-44.31,73.4,9.17
Sabha,0,LY,1583806046,25,27.04,14.43,49.62,3.38
Dul'durga,0,RU,1583806047,81,50.68,113.59,14.4,4.79
Udachny,95,RU,1583806026,67,66.42,112.4,-27.4,4.47
Fauske,75,NO,1583805989,80,67.26,15.39,41.0,10.29
Kiama,75,AU,1583806050,60,-34.68,150.87,75.0,12.75
Lebanon,75,US,1583805858,59,36.21,-86.29,63.0,10.29
Sarakhs,0,IR,1583806053,74,36.54,61.16,33.8,2.24
Sola,100,VU,1583806054,72,-13.88,167.55,85.73,9.62
Bartica,20,GY,1583806055,94,6.4,-58.62,75.2,6.93
Iquitos,90,PE,1583806056,94,-3.75,-73.25,77.0,2.24
Kanniyākumāri,62,IN,1583806057,77,8.08,77.57,80.71,18.32
Assiut,0,EG,1583806009,44,27.18,31.18,59.0,9.17
Dawei,0,MM,1583806059,72,14.08,98.2,78.17,2.95
Mabai,94,CN,1583806061,73,23.01,104.45,59.09,5.35
Xining,94,CN,1583806062,37,36.62,101.77,28.63,3.96
Bonavista,53,CA,1583806063,67,48.65,-53.11,10.0,23.0
Nagorsk,98,RU,1583806064,96,59.32,50.81,25.23,5.35
Buala,100,SB,1583806065,81,-8.14,159.59,83.19,11.88
Kaputa,100,ZM,1583806066,95,-8.47,29.66,65.43,0.63
Salekhard,100,RU,1583806068,85,66.53,66.6,27.39,18.45
Esim,100,GH,1583806069,91,4.87,-2.24,78.3,2.55
Mankera,13,PK,1583806070,48,31.39,71.44,65.62,4.54
Krasnosel'kup,0,RU,1583806071,92,65.7,82.47,-10.44,5.82
Banjar,20,ID,1583806072,84,-8.19,114.97,86.0,6.93
Hambantota,20,LK,1583805964,100,6.12,81.12,73.4,2.24
Paragominas,100,BR,1583806074,99,-2.97,-47.48,72.23,2.68
